Title,Author,Availability,Genre,Old Price,Cover Image URL,Koala Shop Price,Antoine Shop Price,The Circle Bookshop Price
Call Me By Your Name,Unknown,In stock,"Andre Aciman, Atlantic Books, Erotic Fiction, Fiction, Modern & Contemporary Fiction, Original",$14.00,https://thecirclebookshop.com/cdn/shop/files/9781843546535_99482dbb-24ee-40f6-8715-f27898260768_300x300.jpg?v=1740745401,,,$12.00
Peak: Secrets from the New Science of Expertise,Unknown,In stock,"Anders Ericsson, Copy A, Harperone, Health & Personal Development, Nonfiction, Self-Help & Personal Development",$15.00,https://thecirclebookshop.com/cdn/shop/files/9780544947221_1a108976-aa84-4e77-9085-66a870cb5f15_300x300.jpg?v=1740745400,,,$10.00
Fire Keepers Daughter,Unknown,In stock,"Andeline Boulley, Children'S Fiction & True Stories, Copy A, Fiction, Henry Holt & Company",$15.00,https://thecirclebookshop.com/cdn/shop/files/9781250766564_7d9e24d2-05dc-4cdb-a4d9-edafd3461fbf_300x300.jpg?v=1740745399,,,$11.00
Capitalism 4.0,Unknown,In stock,"Anatole Kaletsky, Business, Economic Systems & Structures, Economics, Finance & Law, Nonfiction, Original, Publicaffairs, Social Sciences, U.S.",,https://thecirclebookshop.com/cdn/shop/files/9781586489625_29b698b9-259b-4a4d-b24a-cddd172236e7_300x300.jpg?v=1740745398,,,
King Of Wrath,Unknown,In stock,"Ana Huang, Dark Romance, Fiction, Original",$16.49,https://thecirclebookshop.com/cdn/shop/files/9780349436326_df03d9d5-642a-4ea3-8260-21b4561d6c03_300x300.jpg?v=1740745384,,,$13.49
Action: A Book About Sex,Unknown,In stock,"Amy Rose Spiegel, Family & Health, Grand Central Publishing, Health & Personal Development, Nonfiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781455534494_3fb0a675-24b4-4b87-be72-ae2fc3e64b0e_300x300.jpg?v=1740745383,,,
13 Things Mentally Strong Women Don't Do,Unknown,In stock,"246.0, Amy Morin, Hachette Uk Distribution Limited, Hodder & Stoughton, Nonfiction, Original, Popular Psychology, Self Help",$19.54,https://thecirclebookshop.com/cdn/shop/files/9781529358452_6897f051-c7ff-4955-8165-9b8936761527_300x300.jpg?v=1740745382,,,$17.50
13 Things Mentally Strong People Don'T Do,Unknown,In stock,"Amy Morin, Careers & Achieving Success, Harpercollins Publishers, Health & Lifestyle, Nonfiction, Original, Popular Psychology",$20.00,https://thecirclebookshop.com/cdn/shop/files/9780008105938_06505b94-8067-4cb7-8115-bc4f7b0c93de_300x300.jpg?v=1740745381,,,$17.00
Set On You,Unknown,In stock,"Amy Lea, Contemporary Romance, Fiction, Modern & Contemporary Fiction, Original, Penguin Books Ltd, Romance, Romantic Fiction",$16.49,https://thecirclebookshop.com/cdn/shop/files/9780241997529_f83f6c66-9a41-4dec-8e11-19fec7e1bc4c_300x300.jpg?v=1740745379,,,$13.49
Presence,Unknown,In stock,"Amy Cuddy, Brown Spark, Copy A, Health & Personal Development, Little, Nonfiction, Self-Help & Personal Development",$25.00,https://thecirclebookshop.com/cdn/shop/files/9780316256575_dc5fa497-c331-4470-9fbd-d30f71574c27_300x300.jpg?v=1740745378,,,$12.00
A Gentleman In Moscow,Unknown,In stock,"Amor Towels, Cornerstone, Fiction, Historcial Fiction, Historical Fiction, Modern & Contemporary Fiction, Original",$16.50,https://thecirclebookshop.com/cdn/shop/files/9780099558781_73d34215-45ad-41cb-b64d-270681679ef5_300x300.jpg?v=1740745374,,,$13.50
Peak Mind,Unknown,In stock,"228.0, Advice On Careers & Achieving Success, Amishi Jha, Hachette Uk Distribution Limited, Nonfiction, Original",$16.84,https://thecirclebookshop.com/cdn/shop/files/9780349424958_95f5e546-cc97-47bb-8dd7-157ebb524f2b_300x300.jpg?v=1740745373,,,$15.00
The Way I Used to Be,Unknown,In stock,"Amber Smith, Children'S & Teenage, Family & Home, Fiction, General Fiction, Oneworld Publications, Original",$14.00,https://thecirclebookshop.com/cdn/shop/files/9780861546732_a174fc5e-a2f6-45d1-8941-ce3f53d84e56_300x300.jpg?v=1740745371,,,$12.00
The Idea Of Justice - [Damaged Cover],Unknown,In stock,"Amartya Sen, Ethics & Moral Philosophy, Nonfiction, Original, Penguin Books Ltd, Philosophy, Social Sciences, Spirituality & Beliefs",$20.50,https://thecirclebookshop.com/cdn/shop/files/9780141037851_cd9a9024-5484-4ff8-9347-ad64f2c0bd2e_300x300.jpg?v=1740745370,,,$17.50
The Party Guest,Unknown,In stock,"Amanda Robson, Contemporary Romance, Crime, Fiction, Harpercollins Publishers, Modern & Contemporary Fiction, Original, Romantic Fiction, Thriller, Thrillers, Thrillers & Mystery",,https://thecirclebookshop.com/cdn/shop/files/9780008430627_67360aec-7020-4469-81c6-4ff498a986bb_300x300.jpg?v=1740745369,,,
Ravished: A Novel,Unknown,In stock,"Amanda Quick, Bantam Doubleday Dell Publishing Group Inc, Fiction, Original, Romance",$10.00,https://thecirclebookshop.com/cdn/shop/files/9780553293166_7ac176ab-ef37-4db7-9981-c1b6e699f65a_300x300.jpg?v=1740745368,,,$9.00
The Stock Market Explained,Unknown,In stock,"Alvin Hall, Business, Finance, Finance & Law, Health & Lifestyle, Hodder & Stoughton, Investment & Securities, Nonfiction, Original, Personal Finance, Stocks & Shares",$16.50,https://thecirclebookshop.com/cdn/shop/files/9781444720198_e5b1844b-d513-4495-a00b-08ff917f19c2_300x300.jpg?v=1740745367,,,$15.00
Seeing the How,Unknown,In stock,"Allen P. Adamson, Benbella Books, Consumerism, Nonfiction, Original, Social Sciences",$36.75,https://thecirclebookshop.com/cdn/shop/files/9781637742952_182cca63-946a-405c-a439-42aaa19dc95d_300x300.jpg?v=1740745366,,,$33.80
Allen Carr's Easy Way to Stop Smoking,Unknown,In stock,"Allen Carr, Nonfiction, Original, Tbs (Penguin Random House Uk), Uk, Uk_20250404",$21.44,https://thecirclebookshop.com/cdn/shop/files/9781405923316_979c8e65-c6fc-4e8d-bc79-2899559d0568_300x300.jpg?v=1743841948,,,$16.49
Reaching Down The Rabbit Hole,Unknown,In stock,"Allan Ropper, Biology, Nonfiction, Original",$22.50,https://thecirclebookshop.com/cdn/shop/files/9781782395478_6b8d1d1c-878a-44da-8896-99584cfd2795_300x300.jpg?v=1740745364,,,$19.00
Reaching Down The Rabbit Hole,Unknown,In stock,"Allan Ropper, Biography & True Stories, Biography: General, Biology, Nonfiction, Original, St. Martin'S Press",$22.50,https://thecirclebookshop.com/cdn/shop/files/9781250034984_d47aca5b-9632-42fe-a7dd-613ad48376de_300x300.jpg?v=1740745363,,,$19.00
"The 1-Page Marketing Plan : Get New Customers, Make More",Unknown,In stock,"Allan Dib, And Stand Out From The Crowd, Make More Money, Nonfiction, Original, The 1-Page Marketing Plan : Get New Customers",$22.00,https://thecirclebookshop.com/cdn/shop/files/9781989025017_57272be6-ee27-4902-9ecb-20e8b8243e58_300x300.jpg?v=1722615159,,,$19.00
Why He'S So Last Minute & She'S Got It All,Unknown,In stock,"Allan & Barbara Pease, Dating, Family & Relationships, Health & Lifestyle, Nonfiction, Original, Orion Publishing Co, Relationships & Marriage, Why He'S So Last Minute & She'S Got It All Wrapped Up",$16.50,https://thecirclebookshop.com/cdn/shop/files/9780752882628_bd3b73c2-59a4-4163-9e78-8c98d1b1f451_300x300.jpg?v=1740745359,,,$10.00
The Answer,Unknown,In stock,"Allan & Barbara Pease, Nonfiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781409168294_38feb19c-350d-49d5-abe1-c4a08505bedf_300x300.jpg?v=1740745357,,,
Kissinger,Unknown,In stock,"Alistair Horne, Nonfiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781439195222_0a2ff6cc-b04a-403a-843c-d8edce93aef4_300x300.jpg?v=1740745356,,,
Tell Me I'M Worthless,Unknown,In stock,"Alison Rumfitt, Cipher Press, Fantasy & Horror, Fiction, Horror & Ghost Stories, Modern & Contemporary Fiction, Original, Science Fiction",$15.00,https://thecirclebookshop.com/cdn/shop/files/9781838390020_7f856df4-3dde-4c6b-b357-3fc400996f50_300x300.jpg?v=1740745355,,,$13.00
The Philosophical Baby : What Children'S Minds Tell Us About,Unknown,In stock,"Alison Gopnik, Love & The Meaning Of Life, Nonfiction, Original, Psychology, The Philosophical Baby : What Children'S Minds Tell Us About Truth",$21.00,https://thecirclebookshop.com/cdn/shop/files/9781847921079_4330e58c-fdc5-4979-a26f-eb1cae0e2ec8_300x300.jpg?v=1740745354,,,$20.00
An Intimate History of Evolution,Unknown,In stock,"Alison Bashford, Biography & True Stories, Collected Biographies, History Of Science, Mathematics & Science, Nonfiction, Original, Penguin Books Ltd, Science, Science: General Issues, Technology & Medicine, Technology & Medicine Biographies",$23.25,https://thecirclebookshop.com/cdn/shop/files/9780141992228_dfc82ca5-dde1-45b9-971c-b00a7569d5f8_300x300.jpg?v=1740745353,,,$20.30
Radio Silence : Tiktok Made Me Buy it! from the,Unknown,In stock,"Alice Oseman, Fiction, Original, Radio Silence : Tiktok Made Me Buy It! From The Ya Prize Winning Author And Creator Of Netflix Series Heartstopper",,https://thecirclebookshop.com/cdn/shop/files/9780007559244_01ea6907-7fd9-40fa-9165-5d08e46e65da_300x300.jpg?v=1740745352,,,
Nick And Charlie,Unknown,In stock,"Alice Oseman, Children'S & Teenage, Fiction, Harpercollins Publishers, Original, Personal & Social Issues, Romance, School",$13.79,https://thecirclebookshop.com/cdn/shop/files/9780008389666_4ad0a51d-6373-4987-8678-568e413fcabc_300x300.jpg?v=1740745351,,,$11.00
Heartstopper Volume Two,Unknown,In stock,"Alice Oseman, Children'S & Teenage, Comics & Graphic Novels, Fiction, Hachette Children'S Group, Original, Romance",$20.54,https://thecirclebookshop.com/cdn/shop/files/9781444951400_0602b877-eed4-4578-a46a-0d745893ac5d_300x300.jpg?v=1740745350,,,$17.54
"Heartstopper Volume 3 : The Bestselling Graphic Novel, Now On",Unknown,In stock,"Alice Oseman, Anime Manga, Fiction, Graphic Novels, Hachette Children'S Group, Heartstopper Volume 3 : The Bestselling Graphic Novel, Now On Netflix!, Original",$20.54,https://thecirclebookshop.com/cdn/shop/files/9781444952773_93e0c5c3-3647-421b-a338-e19349e28132_300x300.jpg?v=1740745349,,,$17.54
Heartstopper Volume 1,Unknown,In stock,"Alice Oseman, Comics, Original",$18.00,https://thecirclebookshop.com/cdn/shop/files/9781444951387_d10ae8a6-c75c-450d-9e28-62d376be036e_300x300.jpg?v=1740745349,,,$15.00
The Progress Of Love,Unknown,In stock,"Alice Munro, Copy A, Fiction, Modern Fiction, Random House Usa Inc",$13.50,https://thecirclebookshop.com/cdn/shop/files/9780375724701_e2d7fb97-aafc-4d78-83e6-0d9cce6ea6af_300x300.jpg?v=1740745348,,,$9.00
The Beggar Maid,Unknown,In stock,"Alice Munro, Copy A, Fiction",$12.00,https://thecirclebookshop.com/cdn/shop/files/9780679732716_6bfbf032-68d8-43b3-8bcd-7868b827010e_300x300.jpg?v=1740745347,,,$9.00
All You Need to Know about Your Body by Age,Unknown,In stock,"Alice James, All You Need To Know About Your Body By Age 7, Harpercollins Publishers Ltd, Nonfiction, Original, Uk",$17.50,https://thecirclebookshop.com/cdn/shop/files/9781803701639_968544d8-f709-4fb9-a682-90f7b218cc1c_300x300.jpg?v=1740745346,,,$13.50
The Dovekeepers,Unknown,In stock,"Alice Hoffman, Fiction, Historical Fiction, Original, Scribner Book Company",$22.50,https://thecirclebookshop.com/cdn/shop/files/9781451617474_5f90eba3-f9d4-4260-a263-59c2539d992c_300x300.jpg?v=1740745345,,,$15.00
The Book Of Magic,Unknown,In stock,"Alice Hoffman, Fiction, Historical Romance, Original",,https://thecirclebookshop.com/cdn/shop/files/9781398509955_699dafb4-d1aa-413f-a129-5e425428d2a5_300x300.jpg?v=1740745344,,,
Mini ADHD Coach,Unknown,In stock,"Alice Gendron, Careers & Achieving Success, Ebury Publishing, Health & Lifestyle, Illness & Specific Conditions, Nonfiction, Original, Personal, Popular Psychology, Social And Health Topics",$26.00,https://thecirclebookshop.com/cdn/shop/files/9781785044458_4c14d670-d958-485b-bb2c-da33f9f50cb7_300x300.jpg?v=1740745343,,,$23.00
Sometimes I Lie,Unknown,In stock,"Alice Feeney, Crime, Fiction, Gardners Books Ltd, Harpercollins Publishers, Original, Thrillers, Thrillers & Mystery, Uk",$16.49,https://thecirclebookshop.com/cdn/shop/files/9780008225353_94ddb24b-359a-40cf-a29a-84b2463e3b9b_300x300.jpg?v=1740745342,,,$13.49
I Know Who You Are,Unknown,In stock,"Alice Feeney, Crime, Crime & Mystery, Fiction, Harpercollins Publishers, Modern & Contemporary Fiction, Original, Thrillers, Thrillers & Mystery",$15.15,https://thecirclebookshop.com/cdn/shop/files/9780008236076_42f7a16e-7a86-4219-9fbc-dd4c5d9e5de0_300x300.jpg?v=1740745340,,,$12.20
Love Theoretically : From the bestselling author of The Love,Unknown,In stock,"Ali Hazelwood, Fiction, Love Theoretically : From The Bestselling Author Of The Love Hypothesis, Original",$14.00,https://thecirclebookshop.com/cdn/shop/files/9781408725795_a2a42c41-9ed4-4a00-ae8b-069e49fa3076_300x300.jpg?v=1740745337,,,$13.00
Loathe To Love You : From The Bestselling Author Of,Unknown,In stock,"Adult Contemporary Romance, Ali Hazelwood, Brown Book Group, Fiction, Little, Loathe To Love You : From The Bestselling Author Of The Love Hypothesis, Original, Romance",$16.49,https://thecirclebookshop.com/cdn/shop/files/9781408726778_5ceb2f83-7d22-4977-8e83-a9b78abfa98e_300x300.jpg?v=1740745335,,,$13.49
Bad Choices : How Algorithms Can Help You Think Smarter,Unknown,In stock,"Ali Almossawi, Bad Choices : How Algorithms Can Help You Think Smarter And Live Happier, Nonfiction, Original",$20.00,https://thecirclebookshop.com/cdn/shop/files/9780735222120_06163005-cf07-449a-8e67-eaa74109789e_300x300.jpg?v=1740745334,,,$15.00
Democracy In America,Unknown,In stock,"Alexis De Tocqueville, Nonfiction, Original",$12.00,https://thecirclebookshop.com/cdn/shop/files/9781853264801_91aed415-74df-4b3c-94a3-c5dc5e93343b_300x300.jpg?v=1740745333,,,$9.00
The Man in the Iron Mask,Unknown,In stock,"Alexandre Dumas, Fiction, Original",$10.00,https://thecirclebookshop.com/cdn/shop/files/9780007449880_a0b4c4c5-5d43-4c61-863e-dc086fc329d4_300x300.jpg?v=1740745331,,,$7.00
The Count of Monte Cristo,Unknown,In stock,"Adult, Alexandre Dumas, Drama, Fiction, Historical Fiction, Original, Prh Usa",$11.70,https://thecirclebookshop.com/cdn/shop/files/9780451529701_429963db-d6fd-46a6-9521-fc687048d737_300x300.jpg?v=1740745328,,,$9.00
The Count Of Monte Cristo,Unknown,In stock,"Alexandre Dumas, Booksource, Classic Fiction, Fiction, Original, Uk_20250404, Wordsworth Editions Ltd",$11.70,https://thecirclebookshop.com/cdn/shop/files/9781853267338_3eae7b10-2945-42fb-8360-e712f0fcb299_300x300.jpg?v=1743841940,,,$9.00
The Good Girl'S Guide To Being A D*Ck : The,Unknown,In stock,"Alexandra Reinwarth, Copy A, Nonfiction, The Good Girl'S Guide To Being A D*Ck : The Art Of Saying What You Want And Getting The Life You Deserve",$26.00,https://thecirclebookshop.com/cdn/shop/files/9781538732380_f6ff66f9-fa36-4445-8780-dafe6175ea5a_300x300.jpg?v=1740745326,,,$10.00
Idol Gossip: A K-Pop dream come true,Unknown,In stock,"242.0, Alexandra Leigh Young, Children'S & Teenage, Fiction, Original, School, Tbs (The Book Service Limited), Walker Books Ltd",$12.79,https://thecirclebookshop.com/cdn/shop/files/9781529502770_97d10844-8981-484f-9d6a-6e62b86971ae_300x300.jpg?v=1740745325,,,$10.80
The Darkening Web,Unknown,In stock,"Alexander Klimburg, Computing & Internet, Ethical & Social Aspects Of It, Impact Of Science & Technology On Society, Information Technology: General Issues, Mathematics & Science, Nonfiction, Original, Prentice Hall Press, Science, Science: General Issues, Technology & Medicin, Technology & Medicine",$21.00,https://thecirclebookshop.com/cdn/shop/files/9780735223882_1f81d338-11a3-448b-a1c1-cd2e11d6cfe8_300x300.jpg?v=1740745324,,,$16.00
The Theory Of A Multipolar World,Unknown,In stock,"Alexander Dugin, Arktos Media, Nonfiction, Original, Political Ideologies",$30.00,https://thecirclebookshop.com/cdn/shop/files/9781914208164_3009ec85-bbb7-43e9-bebb-36011ff880ba_300x300.jpg?v=1740745323,,,$25.00
The Misfit Economy,Unknown,In stock,"Alexa Clay, Business, Entrepreneurship, Finance & Law, Nonfiction, Original, Simon & Schuster",$19.50,https://thecirclebookshop.com/cdn/shop/files/9781451688825_7e14008f-5716-4527-9e20-4a7173ca1643_300x300.jpg?v=1740745323,,,$15.00
Fact Or Fake?: The Truth About Science,Unknown,In stock,"Alex Woolf, Jokes Humour, Nonfiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781526318459_f2a8ab43-c852-46ce-af65-5a96ac78a5c0_300x300.jpg?v=1740745322,,,
HowTo Be Strong : The Inspirational Instant Sunday Times Bestseller,Unknown,In stock,"Alex Scott, Biography & True Stories, Biography: General, Cornerstone, Nonfiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781529903102_227d2c35-92fb-45c1-b588-beac355375bb_300x300.jpg?v=1740745321,,,
The Angel Maker A Novel,Unknown,In stock,"Alex North, Fiction, Original",$21.00,https://thecirclebookshop.com/cdn/shop/files/9781250889454_28d666b9-e31f-4719-96bf-497f963ffc86_300x300.jpg?v=1740745319,,,$19.00
The Maidens,Unknown,In stock,"Alex Michaelides, Fiction, Original",,https://thecirclebookshop.com/cdn/shop/files/9781250881168_d1a726e1-95da-4f61-9b68-4cedb8e60dec_300x300.jpg?v=1740745315,,,
Avenue Of Spies,Unknown,In stock,"Alex Kershaw, Biography & True Stories, Copy A, Endurance & Survival, Europe, Fiction, General & World History, Historcial Fiction, History, Random House Usa Inc, Regional & National History, True Stories, True Stories Of Heroism",$12.00,https://thecirclebookshop.com/cdn/shop/files/9780804140034_52268dea-6448-4196-8817-1018040501d8_300x300.jpg?v=1740745315,,,$9.00
Evangelist Marketing,Unknown,In stock,"Alex Goldfayn, Benbella Books, Business, Business Communication & Presentation, Finance & Law, Nonfiction, Original",$25.00,https://thecirclebookshop.com/cdn/shop/files/9781936661091_329f7f1c-2806-4804-a028-6e76b255e0c7_300x300.jpg?v=1740745314,,,$18.00
Leading : Lessons In Leadership From The Legendary Manchester United,Unknown,In stock,"Alex Ferguson, Business Management, Leading : Lessons In Leadership From The Legendary Manchester United Manager, Nonfiction, Original",$21.83,https://thecirclebookshop.com/cdn/shop/files/9781473621640_bc973c16-e277-4de0-aacb-b8d6936363dc_300x300.jpg?v=1740745313,,,$18.19
Love and Wine,Unknown,In stock,"Alex Diaz, Original, Poetry",$31.00,https://thecirclebookshop.com/cdn/shop/files/9798218212292_7bcdd780-e72b-4c58-9452-82fc56fc9586_300x300.jpg?v=1740745311,,,$28.00
The Third Door,Unknown,In stock,"Alex Banayan, Business, Careers & Achieving Success, Copy A, Crown Publishing Group, Division Of Random House Inc, Finance & Law, Health & Lifestyle, Nonfiction",$16.50,https://thecirclebookshop.com/cdn/shop/files/9780804136662_abdd6afe-849b-4d6c-9129-737dbc09d0e1_300x300.jpg?v=1740745311,,,$12.00
Sexy Abs Diet,Unknown,In stock,"Alex A. Lluch, Diets & Dieting, Fitness & Diet, Health & Lifestyle, Nonfiction, Original, Ws  Publishing",,https://thecirclebookshop.com/cdn/shop/files/9781936061372_3e6ca8b6-ed86-4e79-9609-9f706834e642_300x300.jpg?v=1740745310,,,
Democracy,Unknown,In stock,"Alecos Papadatos, Nonfiction, Original",$22.50,https://thecirclebookshop.com/cdn/shop/files/9781408820179_7e30fe88-f03d-4bdc-b8c8-a6351d112edc_300x300.jpg?v=1740745308,,,$15.00
The Clash of Civilizations: And the Remaking of World Order,Unknown,In stock,"Albert J Weatherhead, Nonfiction, Original",$22.00,https://thecirclebookshop.com/cdn/shop/files/9781451628975_0789a2f0-7053-4c07-9f47-6579bf6bbb6c_300x300.jpg?v=1740745298,,,$20.00
Myth of Sisyphus,Unknown,In stock,"Albert Camus, Nonfiction, Original, Science, Tbs (Penguin Random House Uk), Uk",$16.79,https://thecirclebookshop.com/cdn/shop/files/9780141182001_95f2b004-cc82-4367-befd-ecb290252eab_300x300.jpg?v=1740745293,,,$13.99
Winners And How They Succeed,Unknown,In stock,"Alastair Campbell, Copy A, Nonfiction",$13.00,https://thecirclebookshop.com/cdn/shop/files/9780099598886_ecc2683f-f171-417a-91c7-2dfede5696dc_300x300.jpg?v=1740745292,,,$10.00
